paper_id,year,total_authors,dominant_type,n_industry_research_lab,prop_industry_research_lab,n_other,prop_other,n_research_university,prop_research_university,n_tech_company,prop_tech_company
2012.04218,2020,4,research university,0,0.0,0,0.0,4,1.0,0,0.0
2012.05860,2020,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2012.07172,2020,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2012.07827,2020,4,industry research lab,4,1.0,0,0.0,0,0.0,0,0.0
2012.08128,2020,4,research university,0,0.0,0,0.0,4,1.0,0,0.0
2012.08622,2020,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2012.12335,2020,4,research university,0,0.0,0,0.0,4,1.0,0,0.0
2012.15358,2020,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2101.01067,2020,5,other,0,0.0,5,1.0,0,0.0,0,0.0
2101.04640,2021,6,research university,1,0.167,0,0.0,5,0.833,0,0.0
2102.00572,2021,3,other,0,0.0,3,1.0,0,0.0,0,0.0
2102.00582,2021,4,research university,0,0.0,0,0.0,4,1.0,0,0.0
2102.00617,2021,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2102.02311,2021,1,research university,0,0.0,0,0.0,1,1.0,0,0.0
2102.07548,2021,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2102.12076,2021,1,industry research lab,1,1.0,0,0.0,0,0.0,0,0.0
2103.00070,2021,6,research university,0,0.0,0,0.0,6,1.0,0,0.0
2103.04364,2021,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2103.08391,2021,4,research university,0,0.0,1,0.25,3,0.75,0,0.0
2103.10844,2021,1,other,0,0.0,1,1.0,0,0.0,0,0.0
2103.11345,2021,3,other,0,0.0,3,1.0,0,0.0,0,0.0
2103.14023,2021,4,research university,0,0.0,0,0.0,4,1.0,0,0.0
2104.00409,2021,4,research university,0,0.0,1,0.25,3,0.75,0,0.0
2104.09586,2021,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2104.12278,2021,4,research university,0,0.0,0,0.0,4,1.0,0,0.0
2104.12620,2021,1,other,0,0.0,1,1.0,0,0.0,0,0.0
2104.12871,2021,1,other,0,0.0,1,1.0,0,0.0,0,0.0
2105.00694,2021,4,other,0,0.0,4,1.0,0,0.0,0,0.0
2105.02851,2021,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2105.05330,2021,4,research university,0,0.0,0,0.0,4,1.0,0,0.0
2105.07308,2021,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2105.07776,2021,5,other,0,0.0,5,1.0,0,0.0,0,0.0
2105.09413,2021,5,research university,0,0.0,0,0.0,5,1.0,0,0.0
2106.00258,2021,3,research university,1,0.333,0,0.0,2,0.667,0,0.0
2106.02617,2021,4,research university,0,0.0,0,0.0,4,1.0,0,0.0
2106.02856,2021,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2106.04984,2021,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2106.07378,2021,5,research university,0,0.0,2,0.4,3,0.6,0,0.0
2106.09106,2021,5,research university,0,0.0,0,0.0,5,1.0,0,0.0
2107.00567,2021,1,industry research lab,1,1.0,0,0.0,0,0.0,0,0.0
2107.04771,2021,5,research university,1,0.2,0,0.0,4,0.8,0,0.0
2107.08398,2021,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2108.00238,2021,7,research university,1,0.143,0,0.0,6,0.857,0,0.0
2108.05136,2021,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2108.05809,2021,3,other,0,0.0,3,1.0,0,0.0,0,0.0
2108.06742,2021,2,other,0,0.0,2,1.0,0,0.0,0,0.0
2108.07669,2021,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2108.13772,2021,2,other,0,0.0,2,1.0,0,0.0,0,0.0
2109.01954,2021,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2109.06505,2021,4,other,0,0.0,4,1.0,0,0.0,0,0.0
2109.08006,2021,1,research university,0,0.0,0,0.0,1,1.0,0,0.0
2109.12998,2021,1,other,0,0.0,1,1.0,0,0.0,0,0.0
2110.04507,2021,9,mixed,3,0.333,2,0.222,4,0.444,0,0.0
2110.05387,2021,7,research university,0,0.0,0,0.0,7,1.0,0,0.0
2110.07710,2021,5,research university,0,0.0,1,0.2,4,0.8,0,0.0
2110.07898,2021,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2110.08012,2021,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2110.09240,2021,5,other,0,0.0,5,1.0,0,0.0,0,0.0
2110.09624,2021,2,research university,1,0.5,0,0.0,1,0.5,0,0.0
2201.03709,2022,9,industry research lab,6,0.667,2,0.222,1,0.111,0,0.0
2201.07032,2022,2,other,0,0.0,1,0.5,1,0.5,0,0.0
2201.10334,2022,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2201.10453,2022,22,research university,0,0.0,3,0.136,16,0.727,3,0.136
2201.11876,2022,1,research university,0,0.0,0,0.0,1,1.0,0,0.0
2202.01030,2022,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2202.01256,2022,7,industry research lab,6,0.857,0,0.0,1,0.143,0,0.0
2202.02776,2022,6,other,0,0.0,6,1.0,0,0.0,0,0.0
2202.04890,2022,5,other,0,0.0,5,1.0,0,0.0,0,0.0
2202.09722,2022,4,research university,0,0.0,0,0.0,4,1.0,0,0.0
2203.09952,2022,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2203.11743,2022,4,research university,0,0.0,0,0.0,4,1.0,0,0.0
2203.16275,2022,1,research university,0,0.0,0,0.0,1,1.0,0,0.0
2204.03514,2022,4,industry research lab,2,0.5,1,0.25,1,0.25,0,0.0
2204.04242,2022,5,other,0,0.0,5,1.0,0,0.0,0,0.0
2204.12568,2022,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2204.14172,2022,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2205.01265,2022,2,other,0,0.0,2,1.0,0,0.0,0,0.0
2205.02328,2022,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2205.03151,2022,4,research university,0,0.0,0,0.0,4,1.0,0,0.0
2205.03447,2022,6,research university,1,0.167,0,0.0,5,0.833,0,0.0
2205.07502,2022,5,other,0,0.0,5,1.0,0,0.0,0,0.0
2205.07635,2022,1,research university,0,0.0,0,0.0,1,1.0,0,0.0
2205.13504,2022,4,research university,1,0.25,0,0.0,3,0.75,0,0.0
2206.00474,2022,6,other,0,0.0,4,0.667,2,0.333,0,0.0
2206.02216,2022,1,research university,0,0.0,0,0.0,1,1.0,0,0.0
2206.03491,2022,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2206.05497,2022,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2206.05675,2022,10,research university,0,0.0,1,0.1,9,0.9,0,0.0
2206.06202,2022,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2206.06279,2022,1,research university,0,0.0,0,0.0,1,1.0,0,0.0
2206.07167,2022,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2206.07988,2022,7,research university,0,0.0,0,0.0,7,1.0,0,0.0
2206.08788,2022,5,research university,0,0.0,0,0.0,5,1.0,0,0.0
2206.08932,2022,5,research university,0,0.0,0,0.0,5,1.0,0,0.0
2206.11996,2022,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2207.01595,2022,3,other,0,0.0,3,1.0,0,0.0,0,0.0
2207.03380,2022,5,other,0,0.0,4,0.8,1,0.2,0,0.0
2207.10991,2022,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2207.14760,2022,8,industry research lab,8,1.0,0,0.0,0,0.0,0,0.0
2208.02183,2022,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2208.03423,2022,3,other,0,0.0,3,1.0,0,0.0,0,0.0
2208.05627,2022,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2208.08035,2022,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2208.11173,2022,3,other,0,0.0,3,1.0,0,0.0,0,0.0
2208.11349,2022,8,other,0,0.0,8,1.0,0,0.0,0,0.0
2209.01535,2022,6,research university,0,0.0,0,0.0,6,1.0,0,0.0
2209.03990,2022,10,research university,1,0.1,4,0.4,5,0.5,0,0.0
2209.04911,2022,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2209.07667,2022,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2301.05154,2023,2,industry research lab,2,1.0,0,0.0,0,0.0,0,0.0
2301.06926,2023,6,research university,0,0.0,0,0.0,6,1.0,0,0.0
2301.10034,2023,5,research university,0,0.0,1,0.2,4,0.8,0,0.0
2301.13138,2023,1,research university,0,0.0,0,0.0,1,1.0,0,0.0
2301.13576,2023,7,research university,0,0.0,1,0.143,6,0.857,0,0.0
2302.00561,2023,6,research university,0,0.0,0,0.0,6,1.0,0,0.0
2302.01241,2023,4,research university,0,0.0,0,0.0,4,1.0,0,0.0
2302.03180,2023,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2302.09425,2023,5,research university,0,0.0,0,0.0,5,1.0,0,0.0
2302.10146,2023,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2302.11070,2023,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2302.11761,2023,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2302.14442,2023,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2303.01300,2023,3,other,0,0.0,3,1.0,0,0.0,0,0.0
2303.02655,2023,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2303.04217,2023,5,research university,0,0.0,0,0.0,5,1.0,0,0.0
2303.05038,2023,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2303.07957,2023,3,other,0,0.0,2,0.667,1,0.333,0,0.0
2303.13168,2023,3,other,0,0.0,3,1.0,0,0.0,0,0.0
2303.13494,2023,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2303.15113,2023,10,research university,0,0.0,2,0.2,6,0.6,2,0.2
2303.16967,2023,5,industry research lab,4,0.8,1,0.2,0,0.0,0,0.0
2304.01503,2023,2,other,0,0.0,2,1.0,0,0.0,0,0.0
2304.02948,2023,14,industry research lab,8,0.571,2,0.143,4,0.286,0,0.0
2304.08861,2023,1,research university,0,0.0,0,0.0,1,1.0,0,0.0
2304.11794,2023,4,other,0,0.0,3,0.75,1,0.25,0,0.0
2305.05403,2023,4,other,1,0.25,2,0.5,1,0.25,0,0.0
2305.05821,2023,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2305.06951,2023,6,research university,0,0.0,0,0.0,6,1.0,0,0.0
2305.08664,2023,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2305.12738,2023,6,research university,0,0.0,0,0.0,6,1.0,0,0.0
2305.15318,2023,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2305.16708,2023,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2305.18071,2023,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2305.18269,2023,7,industry research lab,6,0.857,1,0.143,0,0.0,0,0.0
2306.00480,2023,3,other,1,0.333,2,0.667,0,0.0,0,0.0
2306.02488,2023,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2306.03081,2023,4,research university,0,0.0,0,0.0,4,1.0,0,0.0
2306.03236,2023,3,industry research lab,2,0.667,1,0.333,0,0.0,0,0.0
2306.03980,2023,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2306.04025,2023,7,other,2,0.286,5,0.714,0,0.0,0,0.0
2306.04031,2023,4,research university,0,0.0,0,0.0,4,1.0,0,0.0
2306.04123,2023,6,industry research lab,4,0.667,0,0.0,2,0.333,0,0.0
2306.04274,2023,5,other,0,0.0,5,1.0,0,0.0,0,0.0
2306.05801,2023,5,research university,0,0.0,0,0.0,5,1.0,0,0.0
2306.07353,2023,4,research university,0,0.0,2,0.5,2,0.5,0,0.0
2306.11755,2023,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2306.14694,2023,5,research university,0,0.0,0,0.0,5,1.0,0,0.0
2306.15711,2023,3,other,0,0.0,3,1.0,0,0.0,0,0.0
2306.17408,2023,7,research university,0,0.0,0,0.0,7,1.0,0,0.0
2401.02705,2024,10,tech company,0,0.0,0,0.0,0,0.0,10,1.0
2401.03082,2024,4,research university,0,0.0,1,0.25,3,0.75,0,0.0
2401.06375,2024,4,research university,0,0.0,0,0.0,4,1.0,0,0.0
2401.09680,2024,10,research university,0,0.0,0,0.0,10,1.0,0,0.0
2401.16744,2024,5,research university,0,0.0,0,0.0,5,1.0,0,0.0
2402.02053,2024,5,tech company,0,0.0,0,0.0,0,0.0,5,1.0
2402.03388,2024,8,industry research lab,8,1.0,0,0.0,0,0.0,0,0.0
2402.04382,2024,5,research university,1,0.2,0,0.0,4,0.8,0,0.0
2402.04578,2024,4,research university,0,0.0,0,0.0,4,1.0,0,0.0
2402.05605,2024,3,other,0,0.0,3,1.0,0,0.0,0,0.0
2402.07234,2024,6,other,0,0.0,6,1.0,0,0.0,0,0.0
2402.08145,2024,4,research university,0,0.0,1,0.25,3,0.75,0,0.0
2402.08178,2024,5,other,0,0.0,5,1.0,0,0.0,0,0.0
2402.08423,2024,4,research university,0,0.0,0,0.0,4,1.0,0,0.0
2402.09558,2024,5,other,0,0.0,3,0.6,2,0.4,0,0.0
2402.09844,2024,4,other,1,0.25,2,0.5,1,0.25,0,0.0
2402.10083,2024,12,other,0,0.0,12,1.0,0,0.0,0,0.0
2402.10416,2024,5,research university,0,0.0,0,0.0,5,1.0,0,0.0
2402.11804,2024,4,research university,1,0.25,0,0.0,3,0.75,0,0.0
2402.14083,2024,7,industry research lab,7,1.0,0,0.0,0,0.0,0,0.0
2402.15075,2024,3,research university,0,0.0,1,0.333,2,0.667,0,0.0
2402.15515,2024,10,research university,0,0.0,0,0.0,10,1.0,0,0.0
2402.19251,2024,7,research university,0,0.0,0,0.0,7,1.0,0,0.0
2403.01816,2024,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2403.04511,2024,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2403.05641,2024,4,research university,0,0.0,1,0.25,3,0.75,0,0.0
2403.05801,2024,8,research university,0,0.0,0,0.0,8,1.0,0,0.0
2403.07769,2024,1,research university,0,0.0,0,0.0,1,1.0,0,0.0
2403.09289,2024,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2403.09925,2024,4,industry research lab,4,1.0,0,0.0,0,0.0,0,0.0
2403.14566,2024,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2403.14705,2024,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2403.15587,2024,4,research university,0,0.0,0,0.0,4,1.0,0,0.0
2403.15760,2024,4,research university,1,0.25,0,0.0,3,0.75,0,0.0
2403.16416,2024,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2403.16909,2024,4,research university,0,0.0,0,0.0,4,1.0,0,0.0
2403.17426,2024,3,other,0,0.0,3,1.0,0,0.0,0,0.0
2403.17532,2024,6,other,0,0.0,6,1.0,0,0.0,0,0.0
2404.00017,2024,1,research university,0,0.0,0,0.0,1,1.0,0,0.0
2404.02454,2024,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2404.03624,2024,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2404.04752,2024,5,research university,0,0.0,0,0.0,5,1.0,0,0.0
2404.07511,2024,4,other,0,0.0,4,1.0,0,0.0,0,0.0
2404.10102,2024,4,other,0,0.0,4,1.0,0,0.0,0,0.0
2404.11898,2024,1,research university,0,0.0,0,0.0,1,1.0,0,0.0
2404.12185,2024,1,research university,0,0.0,0,0.0,1,1.0,0,0.0
2404.12278,2024,6,research university,0,0.0,1,0.167,5,0.833,0,0.0
2404.15583,2024,4,research university,0,0.0,0,0.0,4,1.0,0,0.0
2404.19721,2024,5,research university,0,0.0,0,0.0,5,1.0,0,0.0
2405.02105,2024,3,research university,0,0.0,1,0.333,2,0.667,0,0.0
2501.01349,2025,6,research university,0,0.0,0,0.0,6,1.0,0,0.0
2501.04733,2025,12,other,0,0.0,8,0.667,2,0.167,2,0.167
2501.05435,2025,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2501.05790,2025,4,research university,0,0.0,0,0.0,4,1.0,0,0.0
2501.06461,2025,3,other,0,0.0,3,1.0,0,0.0,0,0.0
2501.06471,2025,3,research university,1,0.333,0,0.0,2,0.667,0,0.0
2501.06485,2025,4,research university,0,0.0,0,0.0,4,1.0,0,0.0
2501.06766,2025,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2501.07183,2025,5,other,0,0.0,3,0.6,2,0.4,0,0.0
2501.09316,2025,10,tech company,0,0.0,0,0.0,1,0.1,9,0.9
2501.10476,2025,3,research university,0,0.0,1,0.333,2,0.667,0,0.0
2501.11223,2025,19,research university,0,0.0,3,0.158,14,0.737,2,0.105
2501.12942,2025,4,research university,0,0.0,0,0.0,4,1.0,0,0.0
2501.13533,2025,1,research university,0,0.0,0,0.0,1,1.0,0,0.0
